10:31:03.304 [http-nio-8791-exec-8] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:52,After清除设置的数据源
10:31:03.305 [http-nio-8791-exec-15] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:68,After清除设置的数据源
10:31:03.304 [http-nio-8791-exec-4] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:48,After清除设置的数据源
10:31:03.307 [http-nio-8791-exec-7] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:51,After清除设置的数据源
10:31:03.307 [http-nio-8791-exec-3] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:47,After清除设置的数据源
10:31:03.308 [http-nio-8791-exec-6] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='0号数据库'}]
10:31:03.309 [http-nio-8791-exec-6] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:50,After清除设置的数据源
10:31:03.310 [http-nio-8791-exec-9] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='1号数据库'}]
10:31:03.311 [http-nio-8791-exec-1] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:45,After清除设置的数据源
10:31:03.309 [http-nio-8791-exec-11] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='2号数据库'}]
10:31:03.311 [http-nio-8791-exec-9] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:53,After清除设置的数据源
10:31:03.315 [http-nio-8791-exec-11] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:64,After清除设置的数据源
10:31:03.317 [http-nio-8791-exec-13] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='2号数据库'}]
10:31:03.318 [http-nio-8791-exec-16] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='1号数据库'}]
10:31:03.319 [http-nio-8791-exec-16] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:75,After清除设置的数据源
10:31:03.318 [http-nio-8791-exec-13] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:66,After清除设置的数据源
10:31:03.322 [http-nio-8791-exec-10] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='2号数据库'}]
10:31:03.322 [http-nio-8791-exec-12] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='2号数据库'}]
10:31:03.323 [http-nio-8791-exec-10] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:54,After清除设置的数据源
10:31:03.323 [http-nio-8791-exec-12] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:65,After清除设置的数据源
10:31:03.325 [http-nio-8791-exec-5] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='2号数据库'}]
10:31:03.326 [http-nio-8791-exec-5] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:49,After清除设置的数据源
10:31:03.328 [http-nio-8791-exec-2] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='2号数据库'}]
10:31:03.329 [http-nio-8791-exec-2] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:46,After清除设置的数据源
10:31:03.684 [http-nio-8791-exec-31] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB2,当前请求线程ID:90
10:31:03.685 [http-nio-8791-exec-18] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB2,当前请求线程ID:77
10:31:03.687 [http-nio-8791-exec-18] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:77,doBefore设置当前数据源:DB2
10:31:03.689 [http-nio-8791-exec-18] INFO  c.e.m.c.MultiDataSourcesController - [test,25] - /multi/data/sources/test-->当前请求线程ID:77
10:31:03.690 [http-nio-8791-exec-18] INFO  c.e.m.s.MultiDataSourcesService - [test,54] - service执行mapper数据库操作-->当前请求线程ID:77
10:31:03.691 [http-nio-8791-exec-18] INFO  c.e.m.c.DynamicDataSource - [determineCurrentLookupKey,28] - 当前请求线程ID:77,determineCurrentLookupKey拿到数据源:DB2
10:31:03.692 [http-nio-8791-exec-17] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB1,当前请求线程ID:76
10:31:03.697 [http-nio-8791-exec-18] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='2号数据库'}]
10:31:03.699 [http-nio-8791-exec-18] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:77,After清除设置的数据源
10:31:03.706 [http-nio-8791-exec-17] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:76,doBefore设置当前数据源:DB1
10:31:03.707 [http-nio-8791-exec-17] INFO  c.e.m.c.MultiDataSourcesController - [test,25] - /multi/data/sources/test-->当前请求线程ID:76
10:31:03.708 [http-nio-8791-exec-17] INFO  c.e.m.s.MultiDataSourcesService - [test,54] - service执行mapper数据库操作-->当前请求线程ID:76
10:31:03.709 [http-nio-8791-exec-19] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB1,当前请求线程ID:78
10:31:03.688 [http-nio-8791-exec-31] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:90,doBefore设置当前数据源:DB2
10:31:03.711 [http-nio-8791-exec-17] INFO  c.e.m.c.DynamicDataSource - [determineCurrentLookupKey,28] - 当前请求线程ID:76,determineCurrentLookupKey拿到数据源:DB1
10:31:03.724 [http-nio-8791-exec-30] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB0,当前请求线程ID:89
10:31:03.712 [http-nio-8791-exec-19] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:78,doBefore设置当前数据源:DB1
10:31:03.740 [http-nio-8791-exec-19] INFO  c.e.m.c.MultiDataSourcesController - [test,25] - /multi/data/sources/test-->当前请求线程ID:78
10:31:03.741 [http-nio-8791-exec-19] INFO  c.e.m.s.MultiDataSourcesService - [test,54] - service执行mapper数据库操作-->当前请求线程ID:78
10:31:03.747 [http-nio-8791-exec-19] INFO  c.e.m.c.DynamicDataSource - [determineCurrentLookupKey,28] - 当前请求线程ID:78,determineCurrentLookupKey拿到数据源:DB1
10:31:03.748 [http-nio-8791-exec-30] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:89,doBefore设置当前数据源:DB0
10:31:03.712 [http-nio-8791-exec-20] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB1,当前请求线程ID:79
10:31:03.749 [http-nio-8791-exec-30] INFO  c.e.m.c.MultiDataSourcesController - [test,25] - /multi/data/sources/test-->当前请求线程ID:89
10:31:03.749 [http-nio-8791-exec-19] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='1号数据库'}]
10:31:03.756 [http-nio-8791-exec-19] INFO  c.e.mds.aop.DSAspect - [doAfter,61] - 当前请求线程ID:78,After清除设置的数据源
10:31:03.757 [http-nio-8791-exec-30] INFO  c.e.m.s.MultiDataSourcesService - [test,54] - service执行mapper数据库操作-->当前请求线程ID:89
10:31:03.715 [http-nio-8791-exec-22] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB1,当前请求线程ID:81
10:31:03.760 [http-nio-8791-exec-30] INFO  c.e.m.c.DynamicDataSource - [determineCurrentLookupKey,28] - 当前请求线程ID:89,determineCurrentLookupKey拿到数据源:DB0
10:31:03.761 [http-nio-8791-exec-22] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:81,doBefore设置当前数据源:DB1
10:31:03.762 [http-nio-8791-exec-22] INFO  c.e.m.c.MultiDataSourcesController - [test,25] - /multi/data/sources/test-->当前请求线程ID:81
10:31:03.749 [http-nio-8791-exec-20] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:79,doBefore设置当前数据源:DB1
10:31:03.717 [http-nio-8791-exec-25] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB1,当前请求线程ID:84
10:31:03.764 [http-nio-8791-exec-25] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:84,doBefore设置当前数据源:DB1
10:31:03.766 [http-nio-8791-exec-25] INFO  c.e.m.c.MultiDataSourcesController - [test,25] - /multi/data/sources/test-->当前请求线程ID:84
10:31:03.763 [http-nio-8791-exec-20] INFO  c.e.m.c.MultiDataSourcesController - [test,25] - /multi/data/sources/test-->当前请求线程ID:79
10:31:03.767 [http-nio-8791-exec-25] INFO  c.e.m.s.MultiDataSourcesService - [test,54] - service执行mapper数据库操作-->当前请求线程ID:84
10:31:03.767 [http-nio-8791-exec-20] INFO  c.e.m.s.MultiDataSourcesService - [test,54] - service执行mapper数据库操作-->当前请求线程ID:79
10:31:03.768 [http-nio-8791-exec-25] INFO  c.e.m.c.DynamicDataSource - [determineCurrentLookupKey,28] - 当前请求线程ID:84,determineCurrentLookupKey拿到数据源:DB1
10:31:03.754 [http-nio-8791-exec-17] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='1号数据库'}]
10:31:03.721 [http-nio-8791-exec-24] INFO  c.e.m.c.DynamicDataSourceContextHolder - [setDataSourceType,24] - DynamicDataSourceContextHolder.setDataSourceType-->设置当前数据源:DB2,当前请求线程ID:83
10:31:03.771 [http-nio-8791-exec-25] INFO  c.e.m.s.MultiDataSourcesService - [test,56] - list:[DB0Entity{id=1, remarks='1号数据库'}]
10:31:03.771 [http-nio-8791-exec-24] INFO  c.e.mds.aop.DSAspect - [doBefore,48] - 当前请求线程ID:83,doBefore设置当前数据源:DB2
